node_density,speed,noise,pdr,throughput_bps,avg_e2e_delay,avg_bf_on_bits,avg_initial_ttl,avg_final_ttl,avg_tgnn_reward,avg_tgnn_loss,packet_overhead,avg_energy_consumption,min_energy_consumption,avg_remaining_energy,min_remaining_energy,network_lifetime_sec
100,25,0.0,100.0,30690.439840040963,13.664314173333333,46.123333333333335,30.0,30.0,0.5,,0.453125,0.008299999999977103,0.10479999999868994,99.99170000000002,99.89520000000131,36.28491497039795
100,25,0.05,91.0,34249.96570942989,11.87643027106227,39.772893772893774,30.0,30.0,0.5384615384615384,,0.453125,0.006535999999982778,0.08999999999872443,99.99346400000002,99.91000000000128,29.587650060653687
100,25,0.1,62.0,28624.155107664777,11.526315870967743,59.51075268817204,30.0,30.0,0.5,,0.453125,0.009367999999980725,0.08999999999872443,99.99063200000002,99.91000000000128,24.120607137680054
